WEB_ACTVY_DT,ENGN_ID,LANG_ID,DVIC_ID,CMPGN_NM,AD_GRP_NM,KEYWD_TXT,KEYWD_ID,MTCH_TYPE_ID,AD_ID,AD_TYPE,HEADLINE,DISPLAY_URL,DESCRIPTION_1,DESCRIPTION_2,DEVICE_PREF,LANDING_PAGE,EXTRNL_ID,ADCOPY_ID,IMPRESSIONS,CONDITIONAL_IMPRESSIONS,TOTAL_QUALITY_SCORE,IMPRESSION_TOTAL_RANK,VISITS,CR_PRED,BE_BID
02JUL2014,G,E,D,GS_CMPGN4_LANG2,AD4_LANG2_BMM - KW571 KW178,+KW571+KW178,18540103225,B,41178709326,Text ad,HL19,DSPLY_URL22,DESC_1_72,DESC_2_33,All,LAND_PG_23,EXT_ID105,C0040,21,21,105,33.6,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN4_LANG2,AD4_LANG2_BMM - KW497 KW178 KW121,+KW497+KW178+KW121,18214486247,B,41178781926,Text ad,HL19,DSPLY_URL22,DESC_1_70,DESC_2_25,All,LAND_PG_24,EXT_ID107,C0041,17,17,136,17,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN4_LANG2,AD4_LANG2_BMM - KW426 KW587,+KW426+KW587,18539347705,B,41179007886,Text ad,HL19,DSPLY_URL22,DESC_1_70,DESC_2_25,All,LAND_PG_24,EXT_ID107,C0041,41,41,123,49.2,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN4_LANG2,AD4_LANG2_BMM - KW497 KW340 KW97,+KW497+KW340+KW97,18214442567,B,41178983766,Text ad,HL19,DSPLY_URL35,DESC_1_11,DESC_2_51,All,LAND_PG_24,EXT_ID121,C0048,2,2,12,2,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN4_LANG2,AD4_LANG2_BMM - KW62 KW178 KW121,+KW62+KW178+KW121,18539436385,B,41178945126,Text ad,HL19,DSPLY_URL22,DESC_1_72,DESC_2_33,All,LAND_PG_23,EXT_ID105,C0040,21,21,126,21,3,0.1128,18.5892
02JUL2014,G,E,D,GS_CMPGN4_LANG2,AD4_LANG2_BMM - KW497 KW178 KW121,+KW497+KW178+KW121,18214486247,B,41178781806,Text ad,HL19,DSPLY_URL35,DESC_1_11,DESC_2_51,All,LAND_PG_24,EXT_ID121,C0048,14,14,112,14,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN4_LANG2,AD4_LANG2_BMM - KW424 KW397 KW587 KW97,+KW424+KW397+KW587+KW97,49550391666,B,41178861246,Text ad,HL19,DSPLY_URL22,DESC_1_74,DESC_2_34,All,LAND_PG_23,EXT_ID102,C0039,12,12,36,13.2,1,0.5540,91.3287
02JUL2014,G,E,D,GS_CMPGN4_LANG2,AD4_LANG2_BMM - KW62 KW178 KW121,+KW62+KW178+KW121,18539436385,B,41178945246,Text ad,HL19,DSPLY_URL22,DESC_1_74,DESC_2_34,All,LAND_PG_23,EXT_ID102,C0039,17,17,102,20.4,1,0.1128,18.5892
02JUL2014,G,E,D,GS_CMPGN5_LANG2,AD5_LANG2_BMM - KW53 KW340,+KW53+KW340,24717990299,B,40429172406,Text ad,HL9,DSPLY_URL43,DESC_1_84,DESC_2_41,All,LAND_PG_21,EXT_ID37,C0011,3,3,24,3,1,0.1128,18.5892
02JUL2014,G,E,D,GS_CMPGN5_LANG2,AD5_LANG2_BMM - KW563 KW340,+KW563+KW340,18975153901,B,40429187406,Text ad,HL9,DSPLY_URL43,DESC_1_84,DESC_2_41,All,LAND_PG_21,EXT_ID37,C0011,21,21,168,46.2,2,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN5_LANG2,AD5_LANG2_BMM - KW563 KW587 KW97,+KW563+KW587+KW97,24704233990,B,41180008206,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,14,14,42,29.4,2,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN5_LANG2,AD5_LANG2_BMM - KW53 KW563 KW340,+KW53+KW563+KW340,31945689059,B,40429188006,Text ad,HL9,DSPLY_URL43,DESC_1_84,DESC_2_41,All,LAND_PG_21,EXT_ID37,C0011,2,2,14,2,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN5_LANG2,AD5_LANG2_BMM - KW475 KW587 KW121,+KW475+KW587+KW121,19595037601,B,41179963566,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,8,8,24,15.2,2,0.5540,91.3287
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW201,+KW201,19352419452,B,41180722926,Text ad,HL19,DSPLY_URL18,DESC_1_68,DESC_2_15,All,LAND_PG_22,EXT_ID59,C0023,6,6,18,22.8,1,0.5540,91.3287
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW98 KW554 KW92,+KW98+KW554+KW92,25321524830,B,41180380686,Text ad,HL19,DSPLY_URL28,DESC_1_72,DESC_2_33,All,LAND_PG_23,EXT_ID100,C0038,8,8,8,30.4,1,0.5540,91.3287
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW21 KW340,+KW21+KW340,24718471739,B,40429784286,Text ad,HL10,DSPLY_URL21,DESC_1_63,DESC_2_2,All,LAND_PG_21,EXT_ID34,C0010,5,5,30,29,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW149 KW97,+KW149+KW97,24717901259,B,41180846286,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,8,8,48,10.4,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW151 KW97,+KW151+KW97,48651612915,B,41180740086,Text ad,HL19,DSPLY_URL18,DESC_1_68,DESC_2_15,All,LAND_PG_22,EXT_ID59,C0023,8,8,24,16.8,1,0.5540,91.3287
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW149,+KW149,10803247696,B,41180575566,Text ad,HL18,DSPLY_URL18,DESC_1_41,DESC_2_46,All,LAND_PG_22,EXT_ID52,C0018,12,12,60,13.2,1,0.5540,91.3287
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW144,+KW144,21731237061,B,41180902326,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,205,205,615,799.5,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW33 KW92,+KW33+KW92,30707783101,B,41180235966,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,94,94,470,225.6,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW456,+KW456,21731221461,B,40429709526,Text ad,HL9,DSPLY_URL43,DESC_1_84,DESC_2_41,All,LAND_PG_21,EXT_ID37,C0011,215,215,645,1118,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW148 KW178 KW121 KW42,+KW148+KW178+KW121+KW42,24717230939,B,41180500686,Text ad,HL19,DSPLY_URL18,DESC_1_68,DESC_2_15,All,LAND_PG_22,EXT_ID59,C0023,1,1,7,1,1,0.3259,53.7228
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW33 KW178 KW121 KW97,+KW33+KW178+KW121+KW97,68925467054,B,41180773086,Text ad,HL18,DSPLY_URL18,DESC_1_41,DESC_2_46,All,LAND_PG_22,EXT_ID52,C0018,5,5,30,23,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN6_LANG2,AD6_LANG2_BMM - KW149 KW178 KW121,+KW149+KW178+KW121,19779541441,B,41180383566,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,9,9,54,23.4,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW237 KW178 KW121,+KW237+KW178+KW121,23892811586,B,40428488766,Text ad,HL42,DSPLY_URL5,DESC_1_29,DESC_2_35,All,LAND_PG_22,EXT_ID68,C0026,39,39,156,58.5,2,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW587 KW98,+KW587+KW98,24703048390,B,40428614286,Text ad,HL11,DSPLY_URL7,DESC_1_111,DESC_2_26,All,LAND_PG_22,EXT_ID65,C0025,67,67,201,120.6,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW178 KW121,+KW178+KW121,114820151,B,41179564326,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,944,944,7552,1982.4,2,0.0390,6.4322
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW178 KW121,+KW178+KW121,114820151,B,40428679446,Text ad,HL11,DSPLY_URL7,DESC_1_111,DESC_2_26,All,LAND_PG_22,EXT_ID65,C0025,2370,2370,18960,4503,14,0.0229,3.7837
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW121,+KW121,5617206889,B,40428432006,Text ad,HL11,DSPLY_URL7,DESC_1_111,DESC_2_26,All,LAND_PG_22,EXT_ID65,C0025,4092,4092,20460,5728.8,12,0.0390,6.4322
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW121,+KW121,5617206889,B,41179755006,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,1455,1455,7275,2182.5,4,0.0390,6.4322
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW587 KW178,+KW587+KW178,24720539699,B,41179758366,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,35,35,175,73.5,2,0.3259,53.7228
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW340 KW97,+KW340+KW97,18214445327,B,41179673886,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,55,55,440,143,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW340,+KW340,115666211,B,41179707606,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,444,444,2664,666,3,0.0390,6.4322
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW75 KW178 KW121,+KW75+KW178+KW121,19779820561,B,40428477726,Text ad,HL11,DSPLY_URL7,DESC_1_111,DESC_2_26,All,LAND_PG_22,EXT_ID65,C0025,43,43,301,111.8,1,0.1128,18.5892
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW75 KW178 KW121,+KW75+KW178+KW121,19779820561,B,40428477846,Text ad,HL42,DSPLY_URL5,DESC_1_29,DESC_2_35,All,LAND_PG_22,EXT_ID68,C0026,53,53,371,106,1,0.1128,18.5892
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW178 KW121 KW97,+KW178+KW121+KW97,18214497887,B,41179775526,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,125,125,875,325,4,0.0663,10.9348
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW178 KW121 KW97,+KW178+KW121+KW97,18214497887,B,40428676206,Text ad,HL11,DSPLY_URL7,DESC_1_111,DESC_2_26,All,LAND_PG_22,EXT_ID65,C0025,256,256,1792,537.6,5,0.0390,6.4322
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW178 KW121 KW44,+KW178+KW121+KW44,201510696,B,41179498446,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,33,33,330,59.4,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW237 KW587 KW44,+KW237+KW587+KW44,68925834854,B,40428406686,Text ad,HL42,DSPLY_URL5,DESC_1_29,DESC_2_35,All,LAND_PG_22,EXT_ID68,C0026,3,3,15,5.1,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW75 KW340 KW97,+KW75+KW340+KW97,19779881761,B,40428442566,Text ad,HL11,DSPLY_URL7,DESC_1_111,DESC_2_26,All,LAND_PG_22,EXT_ID65,C0025,1,1,7,1,1,0.1128,18.5892
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW190,+KW190,5969672843,B,40428669726,Text ad,HL42,DSPLY_URL5,DESC_1_29,DESC_2_35,All,LAND_PG_22,EXT_ID68,C0026,1200,1200,3600,1800,5,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW453,+KW453,2593792874,B,41179647366,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,603,603,1809,1386.9,1,0.5540,91.3287
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW587 KW97,+KW587+KW97,18754173310,B,40428611286,Text ad,HL11,DSPLY_URL7,DESC_1_111,DESC_2_26,All,LAND_PG_22,EXT_ID65,C0025,907,907,2721,1541.9,4,0.0390,6.4322
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW75 KW178,+KW75+KW178,18539988265,B,40428600006,Text ad,HL11,DSPLY_URL7,DESC_1_111,DESC_2_26,All,LAND_PG_22,EXT_ID65,C0025,10,10,50,21,1,0.0000,0.0000
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW587 KW97,+KW587+KW97,18754173310,B,41179775166,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,174,174,522,365.4,1,0.1917,31.6016
02JUL2014,G,E,D,GS_CMPGN9_LANG2,AD9_LANG2_BMM - KW178 KW121,+KW178+KW121,114820151,B,41179564446,Text ad,HL25,DSPLY_URL34,DESC_1_60,DESC_2_50,All,LAND_PG_25,EXT_ID111,C0043,742,742,5936,2374.4,2,0.1128,18.5892
02JUL2014,G,E,M,GS_CMPGN11_LANG2,AD11_LANG2_BMM - KW530 KW178 KW121,+KW530+KW178+KW121,18225504287,B,40427431086,Text ad,HL45,DSPLY_URL36,DESC_1_107,DESC_2_5,All,LAND_PG_17,EXT_ID127,C0050,5,5,25,22,1,0.5540,91.3287
02JUL2014,G,E,M,GS_CMPGN1_LANG2,AD2_LANG2_BMM - KW306,+KW306,24973099358,B,41179198446,Text ad,HL18,DSPLY_URL18,DESC_1_41,DESC_2_46,All,LAND_PG_22,EXT_ID24,C0006,76,76,228,159.6,1,0.1917,31.6016
02JUL2014,G,E,M,GS_CMPGN1_LANG2,AD2_LANG2_BMM - KW323 KW178,+KW323+KW178,21034705382,B,41179229286,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,44,44,132,88,2,0.5540,91.3287
02JUL2014,G,E,M,GS_CMPGN1_LANG2,AD2_LANG2_BMM - KW306 KW178 KW121 KW97,+KW306+KW178+KW121+KW97,68925997214,B,41179346766,Text ad,HL15,DSPLY_URL9,DESC_1_5,DESC_2_24,All,LAND_PG_22,EXT_ID94,C0036,2,2,10,4,1,0.1917,31.6016
02JUL2014,G,E,M,GS_CMPGN1_LANG2,AD2_LANG2_BMM - KW324,+KW324,878968447,B,41179413606,Text ad,HL18,DSPLY_URL18,DESC_1_41,DESC_2_46,All,LAND_PG_22,EXT_ID24,C0006,230,230,690,667,2,0.0000,0.0000
02JUL2014,G,E,M,GS_CMPGN2_LANG2,AD3_LANG2_BMM - KW104 KW382 KW92,+KW104+KW382+KW92,28798866179,B,41176421406,Text ad,HL18,DSPLY_URL18,DESC_1_41,DESC_2_46,All,LAND_PG_22,EXT_ID52,C0018,16,16,160,16,6,0.0135,2.2257
02JUL2014,G,E,M,GS_CMPGN2_LANG2,AD3_LANG2_BMM - KW104 KW382 KW92,+KW104+KW382+KW92,28798866179,B,41176421526,Text ad,HL19,DSPLY_URL18,DESC_1_68,DESC_2_15,All,LAND_PG_22,EXT_ID59,C0023,8,8,80,8,2,0.0229,3.7837
02JUL2014,G,E,M,GS_CMPGN2_LANG2,AD3_LANG2_BMM - KW104 KW382,+KW104+KW382,19721705907,B,41175287166,Text ad,HL19,DSPLY_URL18,DESC_1_68,DESC_2_15,All,LAND_PG_22,EXT_ID59,C0023,315,315,3150,315,79,0.0135,2.2257
02JUL2014,G,E,M,GS_CMPGN2_LANG2,AD3_LANG2_BMM - KW104 KW382 KW340,+KW104+KW382+KW340,19779828721,B,41175282606,Text ad,HL18,DSPLY_URL18,DESC_1_41,DESC_2_46,All,LAND_PG_22,EXT_ID52,C0018,29,29,290,29,3,0.0390,6.4322
02JUL2014,G,E,M,GS_CMPGN2_LANG2,AD3_LANG2_BMM - KW104 KW382 KW340,+KW104+KW382+KW340,19779828721,B,41175282486,Text ad,HL3,DSPLY_URL4,DESC_1_31,DESC_2_38,All,LAND_PG_22,EXT_ID88,C0034,20,20,200,20,3,0.0390,6.4322
02JUL2014,G,E,M,GS_CMPGN2_LANG2,AD3_LANG2_BMM - KW104 KW92,+KW104+KW92,28798119899,B,41176295046,Text ad,HL18,DSPLY_URL18,DESC_1_41,DESC_2_46,All,LAND_PG_22,EXT_ID52,C0018,1,1,7,1,1,0.0000,0.0000
02JUL2014,G,E,M,GS_CMPGN2_LANG2,AD3_LANG2_BMM - KW104 KW382 KW178 KW121,+KW104+KW382+KW178+KW121,19779828481,B,41175236046,Text ad,HL19,DSPLY_URL18,DESC_1_68,DESC_2_15,All,LAND_PG_22,EXT_ID59,C0023,7,7,70,9.1,1,0.0663,10.9348
02JUL2014,G,E,M,GS_CMPGN2_LANG2,AD3_LANG2_BMM - KW104 KW382 KW178 KW121 KW97,+KW104+KW382+KW178+KW121+KW97,18225643247,B,41175654846,Text ad,HL46,DSPLY_URL8,DESC_1_96,DESC_2_22,All,LAND_PG_22,EXT_ID91,C0035,4,4,40,5.2,2,0.1128,18.5892
